company,city,country,longitude,latitude,yearEST,yearClosed,category,website
Shockwave Productions,Simsbury,United States,-72.825278,41.870556,2003,0,Developer,www.shockwaveproductions.com
Shortfuse Games,Skovde,Sweden,13.8461208,58.3902782,2008,0,Developer,www.shortfuse.se
Sickhead Games,Dallas,United States,-96.8009781,32.7802618,2002,0,Developer,www.sickheadgames.com
Sidebar,Athens,Greece,23.7293599,37.983917,2009,0,Online Developer,www.sidebar.gr
Sidhe Interactive,Wellington,New Zealand,174.776236,-41.2864603,1997,0,Developer,www.sidhe.co.nz
Sifteo,San Francisco,United States,-122.4194155,37.7749295,2009,0,Developer,www.sifteo.com
Signal Studios,Bothell,United States,-122.2054035,47.7623204,2008,0,Online Developer,www.signalstudios.net
SilentFuture,Wuppertal,Germany,7.1507636,51.2562128,2012,0,Developer,www.silentfuture.de
Silhouette Studios,Melbourne,Australia,144.96328,-37.814107,2005,0,Mobile/Handheld,
Silicon Knights,St. Catherines,Canada,-79.2468626,43.1593745,1992,0,Developer,www.siliconknights.com
Silicon Studio,Tokyo,Japan,139.6917064,35.6894875,2000,0,Developer,www.siliconstudio.co.jp
Sillysoft,Vancouver,Canada,-123.1207375,49.2827291,2002,0,Developer,www.sillysoft.net
Silver Creek Entertainment,Grants Pass,United States,-123.3283925,42.4390069,1994,0,Developer,www.silvercrk.com
Silver Style Entertainment e.K.,Berlin,Germany,13.404954,52.5200066,1993,2010,Developer,www.silver-style-studios.com
Silverlode Interactive,Orem,United States,-111.6946475,40.2968979,2005,0,Online Developer,www.silverlodeinteractive.com
SilverTree Media,Palo Alto,United States,-122.1430195,37.4418834,2004,0,Developer,www.silvertreemedia.com
SimBin Development Team,Vara,Sweden,12.960194,58.261781,2003,0,Developer,www.simbin.se
Simogo,Malmo,Sweden,13.003822,55.604981,2010,0,Developer,www.simogo.com
Simutronics Corp,St. Louis,United States,-90.1994042,38.6270025,1987,0,Online Developer,www.play.net
Six Shooter Games,Gainesville,United States,-82.3248262,29.6516344,2010,0,Developer,www.sixshootergames.com
SixMinute,Dublin,Ireland,-6.2603097,53.3498053,2013,0,Online Developer,www.sixminute.com
Ska Studios,Schenectady,United States,-73.9395687,42.8142432,2001,0,Developer,www.ska-studios.com
Skunk Studios,San Francisco,United States,-122.4194155,37.7749295,2001,0,Developer,www.skunkstudios.com
Sky Fallen Entertainment,Moscow,Russia,37.6173,55.755826,2002,0,Developer,www.skyfallen.com
Sky Parlor Studios,Sanford,United States,-81.269453,28.8028612,2010,0,Mobile/Handheld,www.skyparlorstudios.com
SkyBox Labs,Burnaby,Canada,-122.9581694,49.2380432,2011,0,Developer,www.skyboxlabs.com
Skyjoy Interactive,Miami,United States,-80.1917902,25.7616798,2012,0,Mobile/Handheld,www.skyjoy.com
Skymap Games,Methuen,United States,-71.1908924,42.7262016,2012,0,Developer,www.skymapgames.com
SkyRiver Studios,Samara,Russia,50.140833,53.202778,2001,0,Developer,www.skyriver.ru
SkyVu Entertainment,Omaha,United States,-95.9979883,41.2523634,2009,0,Mobile/Handheld,www.sky.vu/
Skyworks Interactive,Hackensack,United States,-74.0434736,40.8859325,1995,0,Developer,www.skyworks.com
Sledgehammer Games (Activision),Foster City,United States,-122.2710788,37.5585465,2009,0,Developer,www.sledgehammergames.com
Slick Entertainment,Vancouver,Canada,-123.1207375,49.2827291,2007,0,Developer,www.slickentertainment.com
Slightly Mad Studios,London,England,-0.1277583,51.5073509,2008,0,Developer,www.slightlymadstudios.com
Slingo,Hackensack,United States,-74.0434736,40.8859325,1995,0,Developer,www.slingo.com
SlipShift,Berlin,Germany,13.404954,52.5200066,2010,0,Developer,www.slipshift.net
Small Planet,New York City,United States,-74.0059413,40.7127837,2009,0,Mobile/Handheld,www.smallplanet.com
Smallfry Mobile,Pretoria,South Africa,28.188056,-25.746111,2005,0,Mobile/Handheld,www.smallfrymobile.com
Smart Bomb Interactive,Salt Lake City,United States,-111.8910474,40.7607793,2003,0,Developer,www.smartbombinteractive.com
Smashing Ideas,Seattle,United States,-122.3320708,47.6062095,1996,0,Mobile/Handheld,www.smashingideas.com
SmashMouth Games,Hale,England,-2.343509,53.37891,2006,0,Mobile/Handheld,www.smashmouthgames.com
SmileBoom,Sapporo,Japan,141.3543763,43.0620958,2008,0,Developer,www.smileboom.com
SmileGate,Seoul,South Korea,126.9779692,37.566535,2002,0,Online Developer,www.smilegate.com
Smoking Gun Interactive,Vancouver,Canada,-123.1207375,49.2827291,2007,0,Developer,www.smokingguninc.com
Smyowl,Sorocaba,Brazil,-47.4525603,-23.5015299,2012,0,Developer,www.smyowl.com.br
Snail Games,Suzhou,China,120.585297,31.298974,2000,0,Developer,
Snakehead Software,Austin,United States,-97.7430608,30.267153,2008,0,Mobile/Handheld,www.snakeheadsoftware.com
SneakyBox,Kaunas,Lithuania,23.9035965,54.8985207,2012,0,Mobile/Handheld,www.sneakybox-studios.com
Snjohus Software,Reykjavik,Iceland,-21.933333,64.133333,2013,0,Mobile/Handheld,www.snjohus.com
Snowblind Studios,Seattle,USA,-122.3320708,47.6062095,1997,2012,Developer,
Snowed In Studios,Ottawa,Canada,-75.6971931,45.4215296,2010,0,Developer,www.snowedin.ca
Snowstep Development,Dusseldorf,Germany,6.7734556,51.2277411,2004,0,Developer,www.snowstep.com
SNS Plus,Taipei,Taiwan,121.5654177,25.0329694,2010,0,Publisher,www.snsplus.com
Sobee,Istanbul,Turkey,28.97696,41.00527,2000,0,Developer,www.sobee.com.tr
Social Point,Barcelona,Spain,2.1734035,41.3850639,2008,0,Developer,www.socialpoint.es
Social Spiel,Vienna,Austria,16.3738189,48.2081743,2010,0,Online Developer,www.socialspiel.com
SockMonkey Studios,Middlesbrough,England,-1.234956,54.574227,2013,0,Mobile/Handheld,www.sockmonkeystudios.co.uk
SOCO SOFT,Shanghai,China,121.473701,31.230416,2005,0,Mobile/Handheld,www.socogame.com
Sodigital,Krakow,Poland,19.9449799,50.0646501,2003,0,Online Developer,www.sodigital.com
Sofatronic,Hamburg,Germany,9.9936818,53.5510846,2006,0,Developer,
SOFTGAMES,Berlin,Germany,13.404954,52.5200066,2003,0,Mobile/Handheld,www.softgames.de
Softkinetic Studios,Brussels,Belgium,4.3517103,50.8503396,2007,0,Developer,www.softkinetic.net
Softnyx,Seoul,South Korea,126.9779692,37.566535,2001,0,Developer,www.softnyx.com
Softstar Entertainment,Taipei,Taiwan,121.5654177,25.0329694,1988,0,"Developer, Publisher",www.softstar.com.tw
Software 2000,Eutin,Germany,10.6095048,54.1330282,1987,2002,"Developer, Publisher",
Soldak Entertainment,Plano,United States,-96.6988856,33.0198431,2004,0,Developer,www.soldak.com
Soma Games,Newberg,United States,-122.9731565,45.3001178,2008,0,Developer,www.somagames.com
Sonic Team,Tokyo,Japan,139.6917064,35.6894875,1988,0,Developer,
Sony Computer Entertainment,Tokyo,Japan,139.6917064,35.6894875,1993,0,"Developer, Publisher",www.scei.co.jp
Sony Online Entertainment,San Diego,United States,-117.1610838,32.715738,1995,0,Online Developer,www.sonyonline.com
Sora Ltd.,Tokyo,Japan,139.6917064,35.6894875,2005,0,Developer,
Sourcebits,San Francisco,United States,-122.4194155,37.7749295,2006,0,Developer,www.sourcebits.com
Southpeak Interactive,Midlothian,United States,-77.6491578,37.5059814,1996,0,Publisher,www.southpeakgames.com
Space Ape,London,England,-0.1277583,51.5073509,2012,0,Mobile/Handheld,www.spaceapegames.com
Space Cowboys,Ness Tsiyona,Israel,34.801327,31.932111,2009,0,Developer,www.spacecowboysstudio.com
Space Dream Factory,Moscow,Russia,37.6173,55.755826,1998,0,Developer,www.ifh.firstones.com
Space Dust Studios,Melbourne,Australia,144.96328,-37.814107,2013,0,Developer,www.spaceduststudios.com
Space Whale Studios,Philadelphia,United States,-75.1652215,39.9525839,2009,0,Developer,www.spacewhalestudios.com
Spacetime Studios,Austin,United States,-97.7430608,30.267153,2005,0,Developer,www.spacetimestudios.com
Spark Plug Games,Raleigh,United States,-78.6381787,35.7795897,2008,0,Developer,www.sparkpluggames.com
Spark Unlimited,Sherman Oaks,United States,-118.451357,34.1489719,2002,0,Developer,www.sparkunlimited.com
Spearhead Games,Montreal,Canada,-73.567256,45.5016889,2012,0,Developer,www.spearheadgames.ca
Spectre Media,Houston,United States,-95.3698028,29.7604267,2011,0,Mobile/Handheld,www.spectremediallc.com
Spectrum HoloByte,Alameda,USA,-122.2416355,37.7652065,1983,1998,"Developer, Publisher",
Specular Interactive,Foothill Ranch,United States,-117.6664308,33.6831832,2007,0,Developer,www.specular.com
Spellbound Entertainment,Offenburg,Germany,7.9498017,48.473451,1994,2012,Developer,
Spicy Horse,Shanghai,China,121.473701,31.230416,2007,0,Developer,www.spicyhorse.com
SpiderMonk Entertainment,Grapevine,United States,-97.0780654,32.9342919,2004,0,Developer,www.spidermonk.com
Spiders,Paris,France,2.3522219,48.856614,2008,0,Developer,www.spiders-games.com
Spiderweb Software,Seattle,United States,-122.3320708,47.6062095,1994,0,Developer,www.spiderwebsoftware.com
Spike Chunsoft,Tokyo,Japan,139.6917064,35.6894875,2012,0,Developer,www.spike-chunsoft.co.jp
SpikySnail Games,Tel Aviv,Israel,34.7817676,32.0852999,2010,0,Developer,www.spikysnail.com
Spil Games ,Hilversum,Netherlands,5.1668974,52.2291696,2004,0,"Developer, Publisher",www.spilgames.com
SpinVector,Benevento,Italy,14.7826208,41.1297613,2001,0,Developer,www.spinvector.com
Spiral House,Liverpool,England,-2.9915726,53.4083714,1998,0,Developer,www.spiralhouse.co.uk
Splash Damage,London,England,-0.1277583,51.5073509,2001,0,Developer,www.splashdamage.com
Splashworks,Toronto,Canada,-79.3831843,43.653226,1998,0,Developer,www.splashworks.com
Splitscreen Studios,Hamburg,Germany,9.9936818,53.5510846,2008,0,Online Developer,www.splitscreenstudios.com
Spooky Cool Labs,Chicago,United States,-87.6297982,41.8781136,2010,0,Online Developer,www.spookycool.com
Sports Interactive,London,England,-0.1277583,51.5073509,1994,0,Developer,www.sigames.com
Sports Mogul,Medford,United States,-122.8755949,42.3265152,1995,0,Developer,www.sportsmogul.com
Spotkin,Eugene,United States,-123.0867536,44.0520691,2012,0,Developer,www.spotkin.com
Sproing,Vienna,Austria,16.3738189,48.2081743,2001,0,Developer,www.sproing.com
Spry Fox,Juanita,United States,-95.148049,42.5802581,2010,0,Developer,www.spryfox.com
Spyra,San Francisco,United States,-122.4194155,37.7749295,2011,0,Mobile/Handheld,www.spyragames.com
Spyros Games,Alexandria,Egypt,29.9187387,31.2000924,2010,0,Mobile/Handheld,www.spyros-games.com
Square Eni,Tokyo,Japan,139.6917064,35.6894875,2003,0,Developer,www.square-enix.com
Square Enix,Tokyo,Japan,139.6917064,35.6894875,2003,0,"Developer, Publisher",
SRRN Games,Richmond,United States,-77.4360481,37.5407246,2009,0,Developer,www.srrngames.com
Stainless Games,Newport,England,-1.291633,50.700803,1993,0,Developer,www.stainlessgames.com
Stainless Steel Studios,Cambridge,USA,-71.1097335,42.3736158,1998,0,Developer,
Star Vault,Malmo,Sweden,13.003822,55.604981,2007,0,Online Developer,www.starvault.se
Starbreeze Studios,Uppsala,Sweden,17.6389267,59.8585638,1998,0,Developer,www.starbreeze.com
Stardock,Plymouth,United States,-93.4555093,45.0105194,1991,0,Developer,www.stardock.com
State of Play,London,England,-0.1277583,51.5073509,2008,0,Online Developer,www.stateofplaygames.com
Station Interactive,Karlshamn,Sweden,14.863073,56.170303,2013,0,Developer,www.station-interactive.com
Steamroller Studios,Eustis,United States,-81.6853534,28.8527675,2009,0,Developer,www.steamrollerstudios.com
Steel Wool Games,Oakland,United States,-122.2711137,37.8043637,2011,0,Mobile/Handheld,www.steelwoolgames.com
Steroid Interactive,Mainz,Germany,8.2472526,49.9928617,2009,0,Online Developer,www.steroid-interactive.com
Stickery,San Francisco,United States,-122.4194155,37.7749295,2011,0,Mobile/Handheld,www.stickeryapp.com
Stickmen Studios,Christchurch,New Zealand,172.6362254,-43.5320544,2006,0,Developer,www.stickmenstudios.co.nz
Sting Entertainment,Tokyo,Japan,139.6917064,35.6894875,1989,0,Developer,
Stolen Couch Games,Utrecht,Netherlands,5.1214201,52.0907374,2010,0,Mobile/Handheld,www.stolencouchgames.com
Storm Basic Games,Sevilla,Spain,-5.9844589,37.3890924,2004,0,Developer,www.stormbasic.com
Storm8,Redwood City,United States,-122.2363548,37.4852152,2009,0,Mobile/Handheld,www.storm8.com
Strange Loop Games,Seattle,United States,-122.3320708,47.6062095,2009,0,Developer,www.strangeloopgames.com
Strategy First,Montreal,Canada,-73.567256,45.5016889,1990,0,"Developer, Publisher",www.strategyfirst.com
Strawdog Studios,Derby,England,-1.4746186,52.9225301,2003,0,Developer,www.strawdogstudios.com
Straylight Studios,Dunedin,New Zealand,170.5027976,-45.8787605,2004,2009,Developer,
Streamline Studios,Amsterdam,Netherlands,4.8951679,52.3702157,2001,0,Developer,
Streum On Studio,Paris,France,2.3522219,48.856614,2007,0,Developer,
Studio Bleep,Groningen,Netherlands,6.5665018,53.2193835,2013,0,Developer,www.studiobleep.nl/en
Studio Evil,Bologna,Italy,11.3426163,44.494887,2010,0,Developer,www.studioevil.com
Studio Fizbin,Ludwigsburg,Germany,9.195464,48.8940624,2011,0,Developer,www.studio-fizbin.de
Studio Gobo,Brighton,England,-0.137163,50.82253,2011,0,Developer,www.studiogobo.com
Studio Kontrabida,Toronto,Canada,-79.3831843,43.653226,2010,0,Developer,www.kontrabida.ca
Studio Nord,Saint Petersburg,Russia,30.3350986,59.9342802,2011,0,Developer,www.games.my.com
Studio Radi-8,Apex,United States,-78.8502856,35.732652,2003,0,Developer,www.radi-8.com
Stunlock Studios,Skovde,Sweden,13.8461208,58.3902782,2010,0,Developer,www.stunlockstudios.com
Stupid Fun Club,Berkeley,United States,-122.272747,37.8715926,2001,0,Developer,www.stupidfunclub.com
Subatomic Games,Cambridge,United States,-71.1097335,42.3736158,2008,0,Mobile/Handheld,www.subatomicstudios.com
Subutai Corporation,Seattle,United States,-122.3320708,47.6062095,2010,0,Developer,www.subutai.mn
Subversive Games,Canberra,Australia,149.1286843,-35.2819998,2007,0,Developer,www.subversivegames.com
Sucker Punch Productions (Sony),Bellevue,United States,-122.2006786,47.610377,1997,0,Developer,www.suckerpunch.com
Sulake Labs,Helsinki,Finland,24.9410248,60.1733244,2000,0,Online Developer,www.sulake.com
Sumo Digital,Sheffield,England,-1.470085,53.381129,2003,0,Developer,www.sumo-digital.com
Sumom Games,Kiev,Ukraine,30.5234,50.4501,2011,0,Developer,www.sumomgames.com
Sunflowers Interactive Entertainment Software,Heusenstamm,Germany,8.7999301,50.0554864,1993,2007,"Developer, Publisher",
SUNFOX Games,Vienna,Austria,16.3738189,48.2081743,2011,0,Online Developer,www.sunfoxgames.com
Sunleaf Studios,Redmond,United States,-122.121512,47.6739881,2007,0,Developer,www.sunleafstudios.com
Sunnyside Interactive,Lausanne,Switzerland,6.6335971,46.5199617,2013,0,Developer,www.sunnyside-interactive.com
Sunshine Lab,Montpellier,France,3.876716,43.610769,2010,0,Developer,www.sunshine-lab.com
Sunstorm Games,Las Vegas,United States,-115.1398296,36.1699412,2009,0,Developer,www.sunstormgames.com
Super Awesome Hyper Dimensional Mega Team,Valencia,Spain,-0.3762881,39.4699075,2009,0,"Developer, Mobile/Handheld",www.supermegateam.com
Super Evil Megacorp,San Mateo,United States,-122.3255254,37.5629917,2012,0,Mobile/Handheld,www.superevilmegacorp.com
Super Happy Fun Fun,Austin,United States,-97.7430608,30.267153,2001,0,Developer,www.superhappyfunfun.com
SuperBot Entertainment,Culver City,United States,-118.3964665,34.0211224,2010,0,Developer,www.superbotentertainment.com
Supercell,Helsinki,Finland,24.9410248,60.1733244,2010,0,Online Developer,www.supercell.net
Superfunplay,Carlow,Ireland,-6.8503703,52.7189747,2011,0,Mobile/Handheld,www.superfunplay.com
Supergiant Games,San Francisco,United States,-122.4194155,37.7749295,2009,0,Developer,www.supergiantgames.com
Superhippo,Dublin,Ireland,-6.2603097,53.3498053,2012,0,Mobile/Handheld,www.superhippo.com
Supermassive Games,Guildford,England,-0.570409,51.23622,2008,0,Developer,www.supermassivegames.com
Supermono (Red Robot Labs),London,England,-0.1277583,51.5073509,2011,0,Mobile/Handheld,www.supermono-studios.com
SuperMoon Games,San Francisco,United States,-122.4194155,37.7749295,2014,0,Mobile/Handheld,www.supermoongames.com
Supertales,Novato,United States,-122.5697032,38.1074198,2013,0,Mobile/Handheld,www.supertales.com
SuperVillian Studios,Santa Ana,United States,-117.8678338,33.7455731,2004,0,Developer,www.supervillainstudios.com
Swallowtail Games,Dundee,Scotland,-2.970721,56.462018,2012,0,Mobile/Handheld,www.swallowtailgames.co.uk
Swamiware,Ann Arbor,United States,-83.7430378,42.2808256,2000,0,Developer,www.swamiware.com
Swedish Games Industry,Stockholm,Sweden,18.0685808,59.3293235,1992,0,Organization,www.swedishgamesindustry.com
Swingin' Ape Studios,Aliso Viejo,USA,-117.725556,33.575,2000,0,Developer,
Swiss Game Developers Association,Zurich,Switzerland,8.5391825,47.3686498,2012,0,Organization,www.sgda.ch
Sybex Verlag,Dusseldorf,Germany,6.7734556,51.2277411,1981,0,Publisher,www.sybex.de
Synaptic Switch,Alamosa,United States,-105.8700214,37.4694491,2010,0,Mobile/Handheld,www.synapticswitch.com
Synetic - The Funfactory,Gutersloh,Germany,8.3857535,51.9032375,1996,0,Developer,www.synetic.de
Synosure Games,Santa Ana,United States,-117.8678338,33.7455731,2013,0,Developer,www.synosuregames.com
Syntertainment,Berkeley,United States,-122.272747,37.8715926,2012,0,Developer,www.syntertainment.com
Tactile Entertainment,Copenhagen,Denmark,12.5683371,55.6760968,2009,0,Developer,www.tactileent.blogspot.com
Tag Games,Dundee,Scotland,-2.970721,56.462018,2006,0,Mobile/Handheld,www.tag-games.com
Tag of Joy,Vilnius,Lithuania,25.2796514,54.6871555,2012,0,Developer,www.tagofjoy.lt
Tagged,San Francisco,United States,-122.4194155,37.7749295,2004,0,Online Developer,www.tagged.com
Taito (Square Enix),Tokyo,Japan,139.6917064,35.6894875,1953,0,Developer,
Take 2 Interactive,New York City,United States,-74.0059413,40.7127837,1993,0,"Developer, Publisher",www.take2games.com
Takuyo,Yokosuka,Japan,139.6722005,35.2813412,1997,0,Developer,www.takuyo.co.jp
Talawa Games,Stockholm,Sweden,18.0685808,59.3293235,2011,0,Developer,www.talawagames.com
Tale of Tales,Ghent,Belgium,3.7174243,51.0543422,2003,0,Developer,www.tale-of-tales.com
Taleworlds Entertainment,Ankara,Turkey,32.85411,39.92077,2005,0,Developer,www.taleworlds.com
Tamsoft,Asakusa,Japan,139.796686,35.7118881,1992,0,Developer,
Tandem Games,Round Rock,United States,-97.678896,30.5082551,2007,0,Developer,www.tandemgames.com
Tango Gameworks,Tokyo,Japan,139.6917064,35.6894875,2010,0,Developer,
Tanoshii Creative Studio,Depok,Indonesia,106.8300687,-6.3888772,2012,0,Developer,www.tanoshiistudio.com
Tantalus,Melbourne,Australia,144.96328,-37.814107,1994,0,Developer,www.tantalus.com.au
Tap4Fun,Chengdu,China,104.066541,30.572269,2011,0,Online Developer,www.tap4fun.com
TapBlaze,Santa Monica,United States,-118.4911912,34.0194543,2012,0,Mobile/Handheld,www.tapblaze.com
Tapestry Software,Coimbra,Portugal,-8.4102573,40.2033145,1993,0,Online Developer,www.tapestrysoftware.com
TapStar Interactive Software,Dhaka,Bangladesh,90.4125181,23.810332,2013,0,Developer,www.tapstarapps.com
Tapulous,Palo Alto,United States,-122.1430195,37.4418834,2008,2014,Online Developer,www.tapulous.com
Targem Games,Ekaterinburg,Russia,60.6057025,56.8389261,2002,0,Developer,www.targem.ru
Tarsier Studios,Karlshamn,Sweden,14.863073,56.170303,2006,0,Developer,www.tarsier.se
Tarver Games,Santa Monica,United States,-118.4911912,34.0194543,2008,0,Mobile/Handheld,www.tarvergames.com
Tasty Poison Games,Cape Town,South Africa,18.4240553,-33.9248685,2010,0,Mobile/Handheld,www.tastypoisongames.com
Tate Interactive,Krakow,Poland,19.9449799,50.0646501,2003,0,Developer,www.tate.pl
TBA Games,Orlando,United States,-81.3792365,28.5383355,2011,0,Developer,www.periareion.com
Team 17,Ossett,England,-1.578877,53.681091,1990,0,Developer,www.team17.com
Team 3 games,Cheadle,England,-2.214115,53.394361,2005,0,Developer,www.team3games.com
Team Bondi,Sydney,Australia,151.2069902,-33.8674869,2003,2011,Developer,
Team Chaos,Austin,United States,-97.7430608,30.267153,2012,0,Mobile/Handheld,www.teamchaos.com
Team Ninja (Tecmo Koei),Tokyo,Japan,139.6917064,35.6894875,1995,0,Developer,www.tecmoinc.com
Team Phobic,Boulder,United States,-105.2705456,40.0149856,2007,0,Mobile/Handheld,ww2.teamphobic.com
Team Tachyon (Tecmo Koei),Tokyo,Japan,139.6917064,35.6894875,2007,0,Developer,www.tecmoinc.com
Team Vienna,Vienna,Austria,16.3738189,48.2081743,2006,0,Online Developer,www.teamvienna.at
Team17,Ossett,England,-1.578877,53.681091,1990,0,Developer,
Team6,Assen,Netherlands,6.5642284,52.992753,2001,0,Developer,www.team6-games.com
TechFront,Curitiba,Brazil,-49.267137,-25.4289541,2006,0,Developer,www.techfront.com.br
Techland,Wroclaw,Poland,17.0385376,51.1078852,1991,0,Developer,www.techland.pl
Tecmo Koei,Yokohama,Japan,139.6380256,35.4437078,2009,0,Developer,
Tectoy Studios,Campinas,Brazil,-47.0626332,-22.9099384,2011,0,Mobile/Handheld,www.tectoystudios.com
Telltale Games,San Rafael,United States,-122.5310874,37.9735346,2004,0,Developer,www.telltalegames.com
Tempa Labs,Jakarta,Indonesia,106.845599,-6.2087634,2010,0,Online Developer,www.tempalabs.com
Ten Square Games,Wroclaw,Poland,17.0385376,51.1078852,2011,0,Developer,www.tensquaregames.com
Tencent,Shenzen,China,114.057868,22.543099,1998,0,Online Developer,www.tencent.com
Tequila Mobile,Wroclaw,Poland,17.0385376,51.1078852,2007,0,Mobile/Handheld,www.tequilamobile.com
Tequila Works,Madrid,Spain,-3.7037902,40.4167754,2009,0,Developer,www.tequilaworks.com
Terminal Reality,Lewisville,United States,-96.994174,33.046233,1994,0,Developer,www.terminalreality.com
Terzio Verlag,Munich,Germany,11.5819806,48.1351253,1997,0,Publisher,www.terzio.de
Tethys Interactive,Fishers,United States,-86.01335,39.9567548,2011,0,Mobile/Handheld,www.tethysinteractive.com
Teyon,Krakow,Poland,19.9449799,50.0646501,2006,0,Developer,www.teyon.com
TG Nord,Hannover,Germany,9.7320104,52.3758916,2013,0,Online Developer,www.tg-nord.com
thatgamecompany,Santa Monica,United States,-118.4911912,34.0194543,2006,0,Developer,www.thatgamecompany.com
The Astronauts,Warsaw,Poland,21.0122287,52.2296756,2012,0,Developer,www.theastronauts.com
The Bartlet Jones Supernatural Detective Agency,San Diego,United States,-117.1610838,32.715738,2013,0,Developer,www.blog.bartletjones.com
The Behemoth,San Diego,United States,-117.1610838,32.715738,2002,0,"Developer, Publisher",www.thebehemoth.com
The Bitmap Brothers,London,England,-0.1277583,51.5073509,1987,0,Developer,
The Chinese Room,Brighton,England,-0.137163,50.82253,2007,0,Developer,
The Creative Assembly,Horsham,England,-0.325858,51.062883,1987,0,Developer,www.creative-assembly.co.uk
The Farm 51,Gliwice,Poland,18.6713802,50.2944923,2005,0,Developer,www.thefarm51.com
The Fullbright Company,Portland,United States,-122.6764816,45.5230622,2012,0,Developer,www.thefullbrightcompany.com
The Indepenent Game Developers Association (TIGA),Brighton,England,-0.137163,50.82253,2001,0,Organization,www.tiga.org
The Lordz Game Studio,Amsterdam,Netherlands,4.8951679,52.3702157,2006,0,Developer,www.thelordzgamesstudio.com
The Men Who Wear Many Hats,Chicago,United States,-87.6297982,41.8781136,2012,0,Developer,www.hatsproductions.com
The Tap Lab,Cambridge,United States,-71.1097335,42.3736158,2009,0,Mobile/Handheld,www.thetaplab.com
The Voxel Agents,Melbourne,Australia,144.96328,-37.814107,2009,0,Developer,www.thevoxelagents.com
The Web Production,Saint Petersburg,Russia,30.3350986,59.9342802,1998,0,Developer,www.thewebproduction.com
The Workshop,Marina Del Rey,United States,-118.4517449,33.9802893,2007,0,Developer,www.theworkshop.us.com
The9,Shanghai,China,121.473701,31.230416,1999,0,Online Developer,
thechineseroom,Brighton,England,-0.137163,50.82253,2007,0,Developer,www.thechineseroom.co.uk
Thinking Monkeys,Gurgaon,India,77.0266383,28.4594965,2004,0,Developer,www.thinkingmonkeys.com
Third Wave Games,Melbourne,Australia,144.96328,-37.814107,2004,0,Developer,www.thirdwavegames.com
Third Wire Productions,Austin,United States,-97.7430608,30.267153,1999,0,Developer,www.thirdwire.com
Thousand Gears,London,England,-0.1277583,51.5073509,2013,0,Mobile/Handheld,www.thousandgears.com
THQ,Agoura Hills,United States,-118.7616764,34.1533395,1989,2013,Developer,
Three Melons,Buenos Aires,Argentina,-58.3815591,-34.6036844,2005,0,Developer,www.threemelons.com
Three One Zero,Santa Monica,United States,-118.4911912,34.0194543,2013,0,Developer,www.threeonezero.com
Three Rings Design (SEGA),San Francisco,United States,-122.4194155,37.7749295,2001,0,Online Developer,www.threerings.net
ThreeGates,Visby,Sweden,18.29484,57.6348,2010,0,Developer,www.threegates.se
Thrust Interactive,Atlanta,United States,-84.3879824,33.7489954,2004,0,Online Developer,www.thrustinteractive.com
Tic Toc Games,Santa Clarita,United States,-118.542586,34.3916641,2010,0,Mobile/Handheld,www.tictocgames.com
Ticking Bomb Games,Hamburg,Germany,9.9936818,53.5510846,2008,0,Online Developer,www.ticking-bomb-games.de
Tiertex Design Studios,Manchester,England,-2.2426305,53.4807593,1987,0,Developer,www.tiertex.com
Tiger Style,Austin,United States,-97.7430608,30.267153,2009,0,Developer,www.tigerstylegames.com
Tiglon,Istanbul,Turkey,28.97696,41.00527,1999,0,Publisher,www.tiglon.com.tr
TikGames,San Mateo,United States,-122.3255254,37.5629917,2002,0,Developer,www.tikgames.com
tikle,Istanbul,Turkey,28.97696,41.00527,1999,0,Mobile/Handheld,www.tikle.com
TikTak Games,Barcelona,Spain,2.1734035,41.3850639,2011,0,Online Developer,www.tiktakgames.com
Tilted Mill Entertainment,Framingham,United States,-71.4161565,42.279286,2001,0,Developer,www.tiltedmill.com
TimeGate Studios,Sugar Land,United States,-95.6349463,29.6196787,1998,2013,Developer,
TimePlay Entertainment,Los Angeles,United States,-118.2436849,34.0522342,2004,0,Developer,www.timeplay.com
Tin Truck,San Mateo,United States,-122.3255254,37.5629917,2011,0,Mobile/Handheld,www.tintruck.com
Tindalos Interactive,Paris,France,2.3522219,48.856614,2010,0,Developer,www.tindalos-interactive.com
Tinderbox Entertainment,Vancouver,United States,-122.6614861,45.6387281,2003,0,Developer,www.tinderboxentertainment.com
Tintash,Palo Alto,United States,-122.1430195,37.4418834,2008,0,Mobile/Handheld,www.tintash.com
Tiny Mob Games,Victoria,Canada,-123.3656444,48.4284207,2013,0,Developer,www.tinymobgames.com
TinyCo,San Francisco,United States,-122.4194155,37.7749295,2009,0,Mobile/Handheld,www.tinyco.com
Tio Atum,Lisbon,Portugal,-9.1393366,38.7222524,2012,0,Mobile/Handheld,www.tioatum.tumblr.com
TipCat Interactive,Suzhou,China,120.585297,31.298974,2009,0,Online Developer,www.tipcat.com
Tivola Publishing,Berlin,Germany,13.404954,52.5200066,1996,0,Publisher,www.tivola.de
Tomozaru Games,Foster City,United States,-122.2710788,37.5585465,2011,0,Developer,www.tomozaru.com
Tonika Games,Madrid,Spain,-3.7037902,40.4167754,2009,0,Mobile/Handheld,www.tonikagames.com
TopWare Interactive,Ettlingen,Germany,8.3980172,48.943208,2002,0,"Developer, Publisher",www.topware.com
Tornado Studios,Tulsa,United States,-95.992775,36.1539816,2008,0,Developer,www.tornadostudios.com
